7.000000000000000909e+03 1.000000000000000000e+00
6.997667444185273780e+03 1.000000000000000000e+00
6.995336442371752128e+03 1.000000000000000000e+00
6.993006993006994890e+03 1.000000000000000000e+00
6.990679094540614642e+03 1.000000000000000000e+00
6.988352745424293062e+03 1.000000000000000000e+00
6.986027944111777288e+03 1.000000000000000000e+00
6.983704689058863551e+03 1.000000000000000000e+00
6.981382978723404449e+03 1.000000000000000000e+00
6.979062811565304401e+03 1.000000000000000000e+00
6.976744186046513278e+03 1.000000000000000000e+00
6.974427100631020039e+03 1.000000000000000000e+00
6.972111553784860916e+03 1.000000000000000000e+00
6.969797543976104862e+03 1.000000000000000000e+00
6.967485069674851729e+03 1.000000000000000000e+00
6.965174129353235003e+03 1.000000000000000000e+00
6.962864721485411792e+03 1.000000000000000000e+00
6.960556844547563742e+03 1.000000000000000000e+00
6.958250497017894304e+03 1.000000000000000000e+00
6.955945677376616004e+03 1.000000000000000000e+00
6.953642384105960446e+03 1.000000000000000000e+00
6.951340615690170125e+03 1.000000000000000000e+00
6.949040370615488428e+03 1.000000000000000000e+00
6.946741647370163264e+03 1.000000000000000000e+00
6.944444444444444343e+03 1.000000000000000000e+00
6.942148760330579535e+03 1.000000000000000000e+00
6.939854593522803043e+03 1.000000000000000000e+00
6.937561942517344505e+03 1.000000000000000000e+00
6.935270805812418985e+03 1.000000000000000000e+00
6.932981181908221515e+03 1.000000000000000000e+00
6.930693069306931648e+03 1.000000000000000000e+00
6.928406466512704355e+03 1.002111860095036278e+00
6.926121372031663668e+03 1.004497378404812569e+00
6.923837784371909947e+03 1.006889241877695795e+00
6.921555702043508063e+03 1.009287438727249464e+00
6.919275123558484665e+03 1.011691978063406161e+00
6.916996047430830913e+03 1.014102844525102354e+00
6.914718472176491559e+03 1.016520039990659763e+00
6.912442396313364043e+03 1.018943545015637886e+00
6.910167818361304853e+03 1.021373362254476280e+00
6.907894736842106795e+03 1.023809473296446004e+00
6.905623150279513538e+03 1.026251870426813761e+00
6.903353057199212344e+03 1.028700542238860871e+00
6.901084456128821330e+03 1.031155464676141831e+00
6.898817345597897656e+03 1.033616633004244223e+00
6.896551724137932069e+03 1.036084023682081856e+00
6.894287590282337987e+03 1.038557619595575465e+00
6.892024942566459686e+03 1.041037400361893850e+00
6.889763779527559564e+03 1.043523344270742337e+00
6.887504099704821783e+03 1.046015426155635364e+00
6.885245901639344083e+03 1.048513619563778976e+00
6.882989183874141418e+03 1.051017888956982338e+00
6.880733944954127765e+03 1.053528218626844870e+00
6.878480183426137955e+03 1.056044595629094696e+00
6.876227897838900390e+03 1.058566949303588300e+00
6.873977086743044310e+03 1.061095258600480040e+00
6.871727748691099805e+03 1.063629512382435305e+00
6.869479882237488710e+03 1.066169594684832633e+00
6.867233485938522790e+03 1.068715543142871871e+00
6.864988558352403743e+03 1.071267282307084567e+00
6.862745098039216828e+03 1.073824771562451375e+00
6.860503103560928139e+03 1.076387960815889278e+00
6.858262573481384607e+03 1.078956798245722881e+00
6.856023506366308538e+03 1.081531227475426293e+00
6.853785900783289435e+03 1.084111199224430333e+00
6.851549755301794903e+03 1.086696647331737431e+00
6.849315068493151557e+03 1.089287529321641301e+00
6.847081838930552294e+03 1.091883729508511980e+00
6.844850065189049019e+03 1.094485211909626443e+00
6.842619745845552643e+03 1.097091950302648611e+00
6.840390879478827628e+03 1.099703764203581402e+00
6.838163464669489258e+03 1.102320723387318901e+00
6.835937500000000909e+03 1.104942620495055650e+00
6.833712984054670414e+03 1.107568503154935158e+00
6.831489915419649151e+03 1.110201031545218875e+00
6.829268292682928404e+03 1.112842974161598386e+00
6.827048114434330273e+03 1.115478305544505666e+00
6.824829379265519492e+03 1.118123808384730689e+00
6.822612085769980695e+03 1.120773682589855103e+00
6.820396232543033875e+03 1.123427901424046249e+00
6.818181818181818926e+03 1.126086323882548701e+00
6.815968841285298367e+03 1.128748700462637533e+00
6.813757300454250071e+03 1.131415327970875850e+00
6.811547194291275446e+03 1.134085660117190475e+00
6.809338521400779427e+03 1.136759700066164891e+00
6.807131280388978666e+03 1.139437360983669878e+00
6.804925469863902435e+03 1.142118447534721692e+00
6.802721088435375350e+03 1.144802846868781421e+00
6.800518134715025553e+03 1.147490401874053489e+00
6.798316607316283807e+03 1.150180963942542212e+00
6.796116504854368941e+03 1.152874368589790866e+00
6.793917825946295125e+03 1.155570452247612900e+00
6.791720569210867325e+03 1.158269060950360752e+00
6.789524733268672207e+03 1.160970001194282952e+00
6.787330316742082687e+03 1.163673100013074002e+00
6.785137318255251557e+03 1.166378165234075448e+00
6.782945736434109676e+03 1.169085011567067900e+00
6.780755569906361416e+03 1.171793426728750420e+00
6.778566817301484662e+03 1.174503232856781043e+00
6.776379477250727177e+03 1.177214164341713554e+00
6.774193548387096598e+03 1.179926046247707472e+00
6.772009029345373165e+03 1.182638637770969670e+00
6.769825918762089714e+03 1.185351711419809551e+00
6.767644215275540773e+03 1.188065049907985449e+00
6.765463917525774377e+03 1.190778317009315135e+00
6.763285024154590246e+03 1.193491345637621714e+00
6.761107533805537969e+03 1.196203842366647452e+00
6.758931445123914273e+03 1.198915530369088822e+00
6.756756756756757568e+03 1.201626147252766064e+00
6.754583467352846128e+03 1.204335385487564247e+00
6.752411575562700818e+03 1.207042961135446957e+00
6.750241080038574182e+03 1.209748558987960854e+00
6.748071979434447712e+03 1.212451875328790063e+00
6.745904272406040036e+03 1.215152584162479066e+00
6.743737957610790545e+03 1.217850350926047875e+00
6.741573033707864852e+03 1.220544842762126159e+00
6.739409499358152971e+03 1.223235698830169360e+00
6.737247353224254766e+03 1.225922562608749322e+00
6.735086593970493595e+03 1.228605068247302645e+00
6.732927220262905394e+03 1.231282835456437352e+00
6.730769230769232308e+03 1.233955022674325885e+00
6.728612624158923609e+03 1.236622579057363502e+00
6.726457399103139323e+03 1.239283744881965355e+00
6.724303554274737508e+03 1.241938547321700614e+00
6.722151088348270605e+03 1.244586564593071598e+00
6.720000000000000909e+03 1.247227343331123173e+00
6.717850287907869642e+03 1.249860427467739177e+00
6.715701950751518780e+03 1.252485362983971395e+00
6.713554987212277410e+03 1.255101660973824806e+00
6.711409395973155370e+03 1.257708845667835806e+00
6.709265175718850514e+03 1.260306407415711538e+00
6.707122325135739629e+03 1.262893838590267492e+00
6.704980842911877517e+03 1.265470616551009897e+00
6.702840727736993358e+03 1.268036207569854357e+00
6.700701978302488897e+03 1.270590057665020201e+00
6.698564593301436616e+03 1.273131608534962211e+00
6.696428571428572468e+03 1.275660288082498983e+00
6.694293911380299505e+03 1.278175509114032771e+00
6.692160611854685158e+03 1.280676713560608304e+00
6.690028671551449406e+03 1.283163186474768125e+00
6.687898089171974789e+03 1.285634398117508015e+00
6.685768863419293666e+03 1.288089689407833749e+00
6.683640992998090951e+03 1.290528411842196910e+00
6.681514476614699561e+03 1.292949871879721657e+00
6.679389312977099507e+03 1.295353435419624111e+00
6.677265500794913351e+03 1.297738388373239848e+00
6.675143038779403469e+03 1.300104044090742317e+00
6.673021925643471150e+03 1.302449671868465719e+00
6.670902160101652953e+03 1.304774549968128916e+00
6.668783740870117981e+03 1.307077932959629818e+00
6.666666666666666060e+03 1.309359069406072829e+00
6.664550936210727741e+03 1.311617179427880586e+00
6.662436548223350655e+03 1.313851508194912476e+00
6.660323501427212250e+03 1.316061232444377227e+00
6.658211794546607962e+03 1.318245558542199047e+00
6.656101426307449401e+03 1.320403659933349738e+00
6.653992395437261621e+03 1.322534701310789762e+00
6.651884700665188575e+03 1.324637840560951130e+00
6.649778340721976747e+03 1.326712209976406376e+00
6.647673314339981516e+03 1.328756957026540730e+00
6.645569620253165340e+03 1.330771168889439693e+00
6.643467257197090476e+03 1.332753968604631689e+00
6.641366223908918982e+03 1.334704439145830035e+00
6.639266519127410902e+03 1.336621664287884315e+00
6.637168141592921529e+03 1.338504705805924289e+00
6.635071090047393227e+03 1.340352637590440876e+00
6.632975363234364522e+03 1.342164461107980600e+00
6.630880959898958281e+03 1.343939250121154005e+00
6.628787878787878071e+03 1.345676011497360491e+00
6.626696118649416348e+03 1.347373750897552735e+00
6.624605678233438994e+03 1.349031507041278166e+00
6.622516556291390771e+03 1.350648233265933085e+00
6.620428751576292598e+03 1.352222921350814344e+00
6.618342262842736091e+03 1.353754556294926692e+00
6.616257088846880833e+03 1.355242078106758230e+00
6.614173228346457108e+03 1.356684471619408638e+00
6.612090680100755890e+03 1.358080670352813879e+00
6.610009442870632483e+03 1.359429941468031311e+00
6.607929515418501978e+03 1.360730259253703833e+00
6.605850896508336518e+03 1.361981485696427852e+00
6.603773584905660755e+03 1.363182250048510236e+00
6.601697579377555485e+03 1.364331460803772433e+00
6.599622878692646736e+03 1.365428011552539678e+00
6.597549481621112136e+03 1.366470842079630321e+00
6.595477386934673632e+03 1.367458813991901279e+00
6.593406593406594766e+03 1.368390835027766927e+00
6.591337099811676126e+03 1.369265806471521296e+00
6.589268904926263531e+03 1.370082591887867185e+00
6.587202007528230752e+03 1.370840109751477964e+00
6.585136406396989514e+03 1.371537221914809868e+00
6.583072100313480405e+03 1.372172819902887753e+00
6.581009088060169233e+03 1.372745782506008982e+00
6.578947368421052488e+03 1.373544104339223360e+00
6.576886940181647333e+03 1.373911016382926675e+00
6.574827802128992516e+03 1.374224006533114828e+00
6.572769953051642915e+03 1.374481945377062697e+00
6.570713391739674989e+03 1.374683703278977154e+00
6.568658116984674052e+03 1.374828151083515415e+00
6.566604127579737906e+03 1.374914160929705753e+00
6.564551422319475023e+03 1.374940606403830756e+00
6.562500000000000000e+03 1.374865765841523757e+00
6.560449859418931737e+03 1.374658113982541341e+00
6.558400999375390711e+03 1.374317783447077890e+00
6.556353418669997154e+03 1.373844990851462722e+00
6.554307116104869237e+03 1.373239995880054076e+00
6.552262090483619431e+03 1.372503029895026261e+00
6.550218340611353597e+03 1.371337548900519288e+00
6.548175865294668256e+03 1.370247651351209184e+00
6.546134663341646046e+03 1.369014764333061906e+00
6.544094733561857538e+03 1.367639157658277149e+00
6.542056074766354868e+03 1.366121098794836897e+00
6.540018685767673560e+03 1.364460844212566748e+00
6.537982565379826156e+03 1.362658689202007833e+00
6.535947712418300398e+03 1.360714842368389021e+00
6.533914125700062868e+03 1.358629625409398134e+00
6.531881804043545344e+03 1.356403341615375346e+00
6.529850746268656621e+03 1.354036074424583624e+00
6.527820951196767055e+03 1.351528266457124872e+00
6.525792417650714924e+03 1.348880132524240327e+00
6.523765144454799156e+03 1.346091922488645842e+00
6.521739130434782055e+03 1.343163909041861892e+00
6.519714374417882937e+03 1.340096347001598742e+00
6.517690875232774488e+03 1.336889503988577976e+00
6.515668631709587316e+03 1.333543630644768552e+00
6.513647642679899946e+03 1.330058998352195543e+00
6.511627906976744271e+03 1.326435863190805975e+00
6.509609423434594646e+03 1.322674482885032310e+00
6.507592190889370613e+03 1.318775117674872766e+00
6.505576208178437810e+03 1.314738029758302451e+00
6.503561474140600694e+03 1.310563471407778069e+00
6.501547987616098908e+03 1.306251703258551666e+00
6.499535747446610912e+03 1.301802987740299899e+00
6.497524752475248533e+03 1.297217563705542975e+00
6.495515001546551503e+03 1.292495709795511427e+00
6.493506493506493825e+03 1.287637650586061167e+00
6.491499227202472866e+03 1.282643698250520714e+00
6.489493201483312077e+03 1.277514055928894887e+00
6.487488415199258270e+03 1.272264899937211258e+00
6.485484867201976158e+03 1.266848760184848821e+00
6.483482556344550176e+03 1.261313619109291073e+00
6.481481481481481751e+03 1.255643820092992247e+00
6.479481641468682938e+03 1.249839621119302357e+00
6.477483035163478235e+03 1.243901562594782018e+00
6.475485661424606405e+03 1.237828942805820676e+00
6.473489519112207745e+03 1.231623041317901679e+00
6.471494607087827717e+03 1.225283723356547227e+00
6.469500924214417864e+03 1.218811247688431854e+00
6.467508469356329442e+03 1.212205865786392112e+00
6.465517241379309780e+03 1.205467832369380599e+00
6.463527239150507739e+03 1.200041269030864166e+00
6.461538461538461888e+03 1.191594792628458022e+00
6.459550907413102323e+03 1.184460290634292479e+00
6.457564575645756122e+03 1.177194126427023813e+00
6.455579465109130979e+03 1.169796546849568131e+00
6.453595574677319746e+03 1.162267797664867430e+00
6.451612903225805894e+03 1.154608128751901663e+00
6.449631449631448959e+03 1.146817776799321509e+00
6.447651212772489998e+03 1.138896999570697455e+00
6.445672191528545227e+03 1.130846031242616512e+00
6.443694384780606924e+03 1.122665121499637264e+00
6.441717791411042526e+03 1.114354510228384498e+00
6.439742410303588258e+03 1.105914443629971489e+00
